School_Year,School Authority Category,School Authority Name,School Authority Code,School Name,School Code,ECS,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Total
2014_2015,Public,Calgary School District No. 19,3030,Children's Village School,9014,9,3,9,8,9,12,6,,,,,,,56
2014_2015,Public,Calgary School District No. 19,3030,William Roper Hull School,9033,,1,3,1,2,1,4,6,11,10,18,13,4,74
2014_2015,Public,Calgary School District No. 19,3030,Wood's Homes School,9035,,,,,1,1,1,6,7,14,19,6,3,58
2014_2015,Public,Calgary School District No. 19,3030,Emily Follensbee School,9036,7,17,6,13,10,10,4,8,,4,,,,79
2014_2015,Public,Calgary School District No. 19,3030,Christine Meikle School,9037,,,,,,,,3,8,3,17,16,21,68
2014_2015,Public,Calgary School District No. 19,3030,Richmond School,9100,30,36,28,16,28,21,33,,,,,,,192
2014_2015,Public,Calgary School District No. 19,3030,Alex Ferguson School,9101,35,38,32,27,47,35,34,,,,,,,248
2014_2015,Public,Calgary School District No. 19,3030,Jennie Elliott School,9103,100,90,88,82,49,53,84,,,,,,,546
2014_2015,Public,Calgary School District No. 19,3030,Killarney School,9104,70,70,54,41,35,28,13,,,,,,,311
2014_2015,Public,Calgary School District No. 19,3030,Altadore School,9109,54,47,47,51,40,33,28,,,,,,,300
2014_2015,Public,Calgary School District No. 19,3030,Belvedere Parkway School,9110,43,55,35,46,36,50,55,,,,,,,320
2014_2015,Public,Calgary School District No. 19,3030,Bowcroft School,9111,42,49,36,32,35,24,28,,,,,,,246
2014_2015,Public,Calgary School District No. 19,3030,Connaught School,9114,58,57,37,41,37,33,31,,,,,,,294
2014_2015,Public,Calgary School District No. 19,3030,Earl Grey School,9118,35,35,32,28,26,27,33,,,,,,,216
2014_2015,Public,Calgary School District No. 19,3030,Elbow Park School,9119,25,16,39,16,39,18,24,,,,,,,177
2014_2015,Public,Calgary School District No. 19,3030,Glamorgan School,9121,76,90,87,99,82,83,66,31,19,21,,,,654
2014_2015,Public,Calgary School District No. 19,3030,Glenbrook School,9122,34,53,46,48,54,32,43,,,,,,,310
2014_2015,Public,Calgary School District No. 19,3030,Ramsay School,9130,21,15,22,10,11,8,7,,,,,,,94
2014_2015,Public,Calgary School District No. 19,3030,Rosscarrock School,9133,40,30,20,27,30,26,21,,,,,,,194
2014_2015,Public,Calgary School District No. 19,3030,Terrace Road School,9138,46,23,22,13,7,17,20,,,,,,,148
2014_2015,Public,Calgary School District No. 19,3030,Westgate School,9140,162,173,143,135,116,,,,,,,,,729
2014_2015,Public,Calgary School District No. 19,3030,Wildwood School,9141,78,97,83,100,76,84,76,,,,,,,594
2014_2015,Public,Calgary School District No. 19,3030,William Reid School,9142,54,84,50,48,44,,,,,,,,,280
2014_2015,Public,Calgary School District No. 19,3030,Glendale School,9143,36,37,34,29,36,30,35,,,,,,,237
2014_2015,Public,Calgary School District No. 19,3030,Banff Trail School,9202,56,57,66,64,49,67,43,,,,,,,402
2014_2015,Public,Calgary School District No. 19,3030,Belfast School,9203,41,39,33,37,31,42,26,,,,,,,249
2014_2015,Public,Calgary School District No. 19,3030,Brentwood School,9204,117,116,125,123,133,2,,,,,,,,616
2014_2015,Public,Calgary School District No. 19,3030,Buchanan School,9207,24,25,25,25,27,17,25,,,,,,,168
2014_2015,Public,Calgary School District No. 19,3030,Cambrian Heights School,9208,46,70,47,61,60,56,45,,,,,,,385
2014_2015,Public,Calgary School District No. 19,3030,Capitol Hill School,9209,42,55,35,42,41,41,31,,,,,,,287
2014_2015,Public,Calgary School District No. 19,3030,Captain John Palliser School,9210,78,82,95,76,54,108,90,,,,,,,583
2014_2015,Public,Calgary School District No. 19,3030,Collingwood School,9212,89,111,93,91,78,,,,,,,,,462
2014_2015,Public,Calgary School District No. 19,3030,Dr. E. W. Coffin School,9214,22,20,34,32,37,33,31,,,,,,,209
2014_2015,Public,Calgary School District No. 19,3030,Highwood School,9217,69,95,89,90,51,,,,,,,,,394
2014_2015,Public,Calgary School District No. 19,3030,Hillhurst School,9218,23,29,24,36,48,76,66,,,,,,,302
2014_2015,Public,Calgary School District No. 19,3030,Huntington Hills School,9219,38,33,32,27,28,30,42,,,,,,,230
2014_2015,Public,Calgary School District No. 19,3030,Mayland Heights School,9223,88,95,90,57,57,34,32,,,,,,,453
2014_2015,Public,Calgary School District No. 19,3030,Mount View School,9224,32,32,28,20,19,13,18,,,,,,,162
2014_2015,Public,Calgary School District No. 19,3030,North Haven School,9225,92,42,36,46,36,42,42,,,,,,,336
2014_2015,Public,Calgary School District No. 19,3030,Queen Elizabeth School,9227,44,49,35,44,38,33,35,,,,,,,278
2014_2015,Public,Calgary School District No. 19,3030,Rosemont School,9231,38,38,30,33,19,15,17,,,,,,,190
2014_2015,Public,Calgary School District No. 19,3030,Catherine Nichols Gunn School,9232,66,65,56,53,53,44,35,,,,,,,372
2014_2015,Public,Calgary School District No. 19,3030,Stanley Jones School,9233,34,31,35,30,41,72,73,60,54,44,,,,474
2014_2015,Public,Calgary School District No. 19,3030,Sunnyside School,9234,18,20,24,17,25,27,17,,,,,,,148
2014_2015,Public,Calgary School District No. 19,3030,Thorncliffe School,9235,114,79,26,25,16,13,19,,,,,,,292
2014_2015,Public,Calgary School District No. 19,3030,University School,9237,51,59,55,49,47,32,38,,,,,,,331
2014_2015,Public,Calgary School District No. 19,3030,Varsity Acres School,9238,87,98,93,96,61,70,74,,,,,,,579
2014_2015,Public,Calgary School District No. 19,3030,Vista Heights School,9239,25,25,27,23,16,18,17,,,,,,,151
2014_2015,Public,Calgary School District No. 19,3030,Dalhousie School,9240,81,107,130,114,102,,,,,,,,,534
2014_2015,Public,Calgary School District No. 19,3030,Marion Carson School,9241,73,84,48,52,39,48,39,,,,,,,383
2014_2015,Public,Calgary School District No. 19,3030,Dr. J. K. Mulloy School,9242,98,88,85,83,74,,,,,,,,,428
2014_2015,Public,Calgary School District No. 19,3030,Roland Michener School,9250,41,35,35,32,43,30,,,,,,,,216
2014_2015,Public,Calgary School District No. 19,3030,Silver Springs School,9256,38,35,26,36,29,28,31,,,,,,,223
2014_2015,Public,Calgary School District No. 19,3030,W.O. Mitchell School,9257,96,105,34,20,31,29,32,,,,,,,347
2014_2015,Public,Calgary School District No. 19,3030,Alex Munro School,9261,60,74,81,72,35,36,31,,,,,,,389
2014_2015,Public,Calgary School District No. 19,3030,Deer Run School,9265,61,58,51,49,50,43,54,,,,,,,366
2014_2015,Public,Calgary School District No. 19,3030,Woodbine School,9266,75,67,52,60,45,55,45,,,,,,,399
2014_2015,Public,Calgary School District No. 19,3030,Sundance School,9267,84,92,82,73,75,58,37,,,,,,,501
2014_2015,Public,Calgary School District No. 19,3030,Erin Woods School,9269,58,62,64,57,57,59,55,,,,,,,412
2014_2015,Public,Calgary School District No. 19,3030,Janet Johnstone School,9270,111,127,94,92,82,,,,,,,,,506
2014_2015,Public,Calgary School District No. 19,3030,O.S. Geiger School,9271,64,76,46,59,75,44,53,,,,,,,417
2014_2015,Public,Calgary School District No. 19,3030,Hawkwood School,9273,95,86,81,87,67,84,83,,,,,,,583
2014_2015,Public,Calgary School District No. 19,3030,Acadia School,9300,111,106,93,100,84,,,,,,,,,494
2014_2015,Public,Calgary School District No. 19,3030,Braeside School,9305,28,24,29,25,34,33,26,,,,,,,199
2014_2015,Public,Calgary School District No. 19,3030,Chinook Park School,9306,69,89,83,73,66,64,74,,,,,,,518
2014_2015,Public,Calgary School District No. 19,3030,Ethel M. Johnson School,9310,59,60,56,45,76,56,78,,,,,,,430
2014_2015,Public,Calgary School District No. 19,3030,Eugene Coste School,9311,59,39,,,,,,,,,,,,98
2014_2015,Public,Calgary School District No. 19,3030,Haysboro School,9316,23,24,26,26,27,15,28,,,,,,,169
2014_2015,Public,Calgary School District No. 19,3030,Keeler School,9318,48,52,42,39,49,52,43,,,,,,,325
2014_2015,Public,Calgary School District No. 19,3030,Le Roi Daniels School,9320,108,105,106,106,106,,,,,,,,,531
2014_2015,Public,Calgary School District No. 19,3030,Maple Ridge School,9321,96,80,92,56,64,,,,,,,,,388
2014_2015,Public,Calgary School District No. 19,3030,Marlborough School,9322,29,37,33,39,39,37,35,,,,,,,249
2014_2015,Public,Calgary School District No. 19,3030,Patrick Airlie School,9327,35,34,21,20,23,19,18,,,,,,,170
2014_2015,Public,Calgary School District No. 19,3030,Valley View School,9330,51,41,47,47,37,40,41,,,,,,,304
2014_2015,Public,Calgary School District No. 19,3030,Willow Park School,9331,,,,,,90,120,149,150,147,,,,656
2014_2015,Public,Calgary School District No. 19,3030,Nellie McClung School,9333,52,50,46,65,56,43,48,,,,,,,360
2014_2015,Public,Calgary School District No. 19,3030,Lake Bonavista School,9334,59,72,71,47,41,29,13,,,,,,,332
2014_2015,Public,Calgary School District No. 19,3030,Andrew Sibbald School,9336,108,98,80,76,85,,,,,,,,,447
2014_2015,Public,Calgary School District No. 19,3030,Cedarbrae School,9338,37,47,34,47,33,32,32,,,,,,,262
2014_2015,Public,Calgary School District No. 19,3030,Chris Akkerman School,9339,101,104,104,102,78,127,,,,,,,,616
2014_2015,Public,Calgary School District No. 19,3030,Prince of Wales School,9341,58,62,59,70,46,48,28,,,,,,,371
2014_2015,Public,Calgary School District No. 19,3030,Guy Weadick School,9343,107,106,56,59,66,39,31,,,,,,,464
2014_2015,Public,Calgary School District No. 19,3030,West Dalhousie School,9344,43,52,41,55,52,43,42,,,,,,,328
2014_2015,Public,Calgary School District No. 19,3030,Dr. Gordon Higgins School,9346,,,,,,,,170,138,145,,,,453
2014_2015,Public,Calgary School District No. 19,3030,Douglas Harkness School,9347,75,59,52,39,34,34,36,,,,,,,329
2014_2015,Public,Calgary School District No. 19,3030,Colonel J. Fred Scott School,9348,64,65,70,65,63,72,63,,,,,,,462
2014_2015,Public,Calgary School District No. 19,3030,Dr. Gladys McKelvie Egbert,9350,,,,,,,92,123,85,106,,,,406
2014_2015,Public,Calgary School District No. 19,3030,G.W. Skene School,9351,,,,,66,83,66,,,,,,,215
2014_2015,Public,Calgary School District No. 19,3030,Cappy Smart School,9353,29,34,29,36,32,24,2,,,,,,,186
2014_2015,Public,Calgary School District No. 19,3030,Sam Livingston School,9354,111,127,94,86,79,,,,,,,,,497
2014_2015,Public,Calgary School District No. 19,3030,Canyon Meadows School,9355,76,96,125,111,91,,,,,,,,,499
2014_2015,Public,Calgary School District No. 19,3030,Penbrooke Meadows School,9356,29,36,29,38,31,26,34,,,,,,,223
2014_2015,Public,Calgary School District No. 19,3030,West Dover School,9357,37,50,48,41,45,43,29,,,,,,,293
2014_2015,Public,Calgary School District No. 19,3030,Rundle School,9358,102,75,73,64,56,59,54,,,,,,,483
2014_2015,Public,Calgary School District No. 19,3030,Pineridge School,9360,34,46,32,49,40,27,33,,,,,,,261
2014_2015,Public,Calgary School District No. 19,3030,Chief Justice Milvain School,9361,74,90,87,87,97,86,35,,,,,,,556
2014_2015,Public,Calgary School District No. 19,3030,Haultain Memorial School,9362,62,27,34,35,31,27,27,,,,,,,243
2014_2015,Public,Calgary School District No. 19,3030,Midnapore School,9363,72,86,71,57,45,34,40,,,,,,,405
2014_2015,Public,Calgary School District No. 19,3030,James Short Memorial School,9364,108,80,83,66,,,,,,,,,,337
2014_2015,Public,Calgary School District No. 19,3030,Sunalta School,9368,34,43,48,51,41,49,41,,,,,,,307
2014_2015,Public,Calgary School District No. 19,3030,Banting and Best School,9369,61,62,60,42,,,,,,,,,,225
2014_2015,Public,Calgary School District No. 19,3030,Woodlands School,9371,45,40,38,37,53,39,38,,,,,,,290
2014_2015,Public,Calgary School District No. 19,3030,Beddington Heights School,9372,57,68,59,78,43,58,50,,,,,,,413
2014_2015,Public,Calgary School District No. 19,3030,Cecil Swanson School,9373,69,53,49,53,51,48,47,,,,,,,370
2014_2015,Public,Calgary School District No. 19,3030,Ranchlands School,9374,43,49,50,51,42,44,54,,,,,,,333
2014_2015,Public,Calgary School District No. 19,3030,Falconridge School,9375,77,98,78,73,65,57,67,,,,,,,515
2014_2015,Public,Calgary School District No. 19,3030,Abbeydale School,9376,53,50,60,47,47,33,,,,,,,,290
2014_2015,Public,Calgary School District No. 19,3030,Annie Foote School,9377,79,85,73,63,80,64,63,,,,,,,507
2014_2015,Public,Calgary School District No. 19,3030,Grant MacEwan School,9378,85,100,106,89,82,73,66,,,,,,,601
2014_2015,Public,Calgary School District No. 19,3030,Edgemont School,9379,97,93,119,102,102,98,109,,,,,,,720
2014_2015,Public,Calgary School District No. 19,3030,Olympic Heights School,9382,116,116,103,113,106,100,80,,,,,,,734
2014_2015,Public,Calgary School District No. 19,3030,Simons Valley School,9383,102,101,115,91,96,86,85,,,,,,,676
2014_2015,Public,Calgary School District No. 19,3030,Fish Creek School,9384,69,76,84,64,82,100,115,,,,,,,590
2014_2015,Public,Calgary School District No. 19,3030,McKenzie Lake School,9385,134,102,103,90,106,,,,,,,,,535
2014_2015,Public,Calgary School District No. 19,3030,Riverbend School,9386,63,47,56,43,39,50,39,,,,,,,337
2014_2015,Public,Calgary School District No. 19,3030,W.H.Cushing Workplace School,9387,28,22,25,15,,,,,,,,,,90
2014_2015,Public,Calgary School District No. 19,3030,Calgary Home Education,9425,,25,34,23,25,32,28,30,13,22,4,5,1,242
2014_2015,Public,Calgary School District No. 19,3030,Young Adult Program,9512,,,,,,,,,1,3,3,5,6,18
2014_2015,Public,Calgary School District No. 19,3030,AADAC Youth Services,9573,,,,,,,,,,,,2,3,5
2014_2015,Public,Calgary School District No. 19,3030,Project Trust,9599,,,,,,,,,,,1,8,13,22
2014_2015,Public,Calgary School District No. 19,3030,Balmoral School,9601,,,,,,122,116,118,131,148,,,,635
2014_2015,Public,Calgary School District No. 19,3030,Colonel Walker School,9602,16,11,22,16,20,5,17,,,,,,,107
2014_2015,Public,Calgary School District No. 19,3030,John Ware School,9603,,,,,,,,106,158,171,,,,435
2014_2015,Public,Calgary School District No. 19,3030,King George School,9608,82,82,85,83,60,39,49,,,,,,,480
2014_2015,Public,Calgary School District No. 19,3030,Langevin School,9609,41,51,74,52,54,54,52,83,88,109,,,,658
2014_2015,Public,Calgary School District No. 19,3030,Rideau Park School,9610,18,24,25,21,26,19,29,73,69,67,,,,371
2014_2015,Public,Calgary School District No. 19,3030,Thomas B Riley School,9611,,,,,,77,78,126,104,92,,,,477
2014_2015,Public,Calgary School District No. 19,3030,Ian Bazalgette School,9613,,,,,,,,132,117,108,,,,357
2014_2015,Public,Calgary School District No. 19,3030,Rosedale School,9618,22,25,26,27,26,21,29,37,23,31,,,,267
2014_2015,Public,Calgary School District No. 19,3030,Colonel Macleod School,9620,,,,,110,99,61,108,91,99,,,,568
2014_2015,Public,Calgary School District No. 19,3030,Branton School,9621,,,,,,,,246,242,237,,,,725
2014_2015,Public,Calgary School District No. 19,3030,Bob Edwards School,9623,,,,,,,,105,110,85,,,,300
2014_2015,Public,Calgary School District No. 19,3030,Louis Riel School,9625,57,66,50,55,97,95,100,106,52,67,,,,745
2014_2015,Public,Calgary School District No. 19,3030,Louise Dean School,9626,,,,,,,,,,,40,49,55,144
2014_2015,Public,Calgary School District No. 19,3030,Elboya School,9627,29,49,49,41,36,90,91,74,73,78,,,,610
2014_2015,Public,Calgary School District No. 19,3030,Vincent Massey School,9628,,,,,,,,256,283,224,,,,763
2014_2015,Public,Calgary School District No. 19,3030,Dr. Oakley School,9630,,,,1,30,41,26,18,17,3,,,,136
2014_2015,Public,Calgary School District No. 19,3030,Woodman School,9631,,,,,,67,53,165,138,146,,,,569
2014_2015,Public,Calgary School District No. 19,3030,Sherwood School,9632,,,,,50,46,56,98,95,82,,,,427
2014_2015,Public,Calgary School District No. 19,3030,Fairview School,9633,,,,,,186,185,181,171,179,,,,902
2014_2015,Public,Calgary School District No. 19,3030,Georges P. Vanier School,9635,,,,,,,,187,149,162,,,,498
2014_2015,Public,Calgary School District No. 19,3030,A. E. Cross School,9638,,,,,,,,163,151,178,,,,492
2014_2015,Public,Calgary School District No. 19,3030,Mount Royal School,9639,,,,,,,,85,50,82,,,,217
2014_2015,Public,Calgary School District No. 19,3030,Senator Patrick Burns School,9640,,,,,,145,127,146,120,113,,,,651
2014_2015,Public,Calgary School District No. 19,3030,David Thompson School,9641,,,,,,113,117,117,120,135,,,,602
2014_2015,Public,Calgary School District No. 19,3030,Harold Panabaker School,9643,,,,,,26,18,127,135,144,,,,450
2014_2015,Public,Calgary School District No. 19,3030,Ernest Morrow School,9644,,,,,,,34,155,155,153,,,,497
2014_2015,Public,Calgary School District No. 19,3030,Bishop Pinkham School,9645,,,,,,92,113,160,164,149,,,,678
2014_2015,Public,Calgary School District No. 19,3030,Simon Fraser School,9646,,,,,,84,67,181,161,194,,,,687
2014_2015,Public,Calgary School District No. 19,3030,Sir Wilfrid Laurier School,9648,,,,,,,98,89,136,119,,,,442
2014_2015,Public,Calgary School District No. 19,3030,Sir John Franklin School,9649,,,,,,30,44,116,133,132,,,,455
2014_2015,Public,Calgary School District No. 19,3030,F. E. Osborne School,9651,,,,,,,,112,122,136,,,,370
2014_2015,Public,Calgary School District No. 19,3030,Sir John A Macdonald School,9652,,,,,,,,195,216,242,,,,653
2014_2015,Public,Calgary School District No. 19,3030,R. T. Alderman School,9653,,,,,,123,126,73,59,74,,,,455
2014_2015,Public,Calgary School District No. 19,3030,Nickle School,9654,,,,,,92,114,159,152,153,,,,670
2014_2015,Public,Calgary School District No. 19,3030,Robert Warren School,9655,,,,,,66,79,58,53,50,,,,306
2014_2015,Public,Calgary School District No. 19,3030,H. D. Cartwright School,9660,,,,,,,,103,131,139,,,,373
2014_2015,Public,Calgary School District No. 19,3030,Clarence Sansom School,9682,,,,,,,,129,155,171,,,,455
2014_2015,Public,Calgary School District No. 19,3030,Wilma Hansen School,9685,,,,,,,,97,100,121,,,,318
2014_2015,Public,Calgary School District No. 19,3030,Annie Gale School,9686,,,,,,,55,158,125,149,,,,487
2014_2015,Public,Calgary School District No. 19,3030,West View School,9687,,,,,,,,,2,5,17,33,46,103
2014_2015,Public,Calgary School District No. 19,3030,Terry Fox School,9689,,,,,,,,190,179,203,,,,572
2014_2015,Public,Calgary School District No. 19,3030,Tom Baines School,9690,,,,,,,,206,213,273,,,,692
2014_2015,Public,Calgary School District No. 19,3030,Queen Elizabeth High School,9806,,,,,,,,127,158,154,151,137,173,900
2014_2015,Public,Calgary School District No. 19,3030,Forest Lawn High School,9813,,,,,,,,,,,430,404,572,1406
2014_2015,Public,Calgary School District No. 19,3030,Crescent Heights High School,9815,,,,,,,,,,,662,611,602,1875
2014_2015,Public,Calgary School District No. 19,3030,Western Canada High School,9816,,,,,,,,,,,618,639,605,1862
2014_2015,Public,Calgary School District No. 19,3030,Chinook Learning Services,9817,,,,,,,,,,,21,33,2230,2284
2014_2015,Public,Calgary School District No. 19,3030,Central Memorial High School,9823,,,,,,,,,,,323,370,395,1088
2014_2015,Public,Calgary School District No. 19,3030,James Fowler High School,9825,,,,,,,,,,,422,437,524,1383
2014_2015,Public,Calgary School District No. 19,3030,Ernest Manning High School,9826,,,,,,,,,,,522,549,529,1600
2014_2015,Public,Calgary School District No. 19,3030,William Aberhart High School,9829,,,,,,,,,,,537,502,416,1455
2014_2015,Public,Calgary School District No. 19,3030,National Sport School,9830,,,,,,,,,,36,36,44,44,160
2014_2015,Public,Calgary School District No. 19,3030,Henry Wise Wood High School,9836,,,,,,,,,,,362,371,354,1087
2014_2015,Public,Calgary School District No. 19,3030,Bowness High School,9847,,,,,,,,,,,219,200,222,641
2014_2015,Public,Calgary School District No. 19,3030,Lord Beaverbrook High School,9850,,,,,,,,,,,569,619,562,1750
2014_2015,Public,Calgary School District No. 19,3030,Jack James High School,9856,,,,,,,,,,,131,164,208,503
2014_2015,Public,Calgary School District No. 19,3030,Sir Winston Churchill High School,9857,,,,,,,,,,,604,641,720,1965
2014_2015,Public,Calgary School District No. 19,3030,Dr. E. P. Scarlett High School,9858,,,,,,,,,,,549,541,581,1671
2014_2015,Public,Calgary School District No. 19,3030,John G Diefenbaker High School,9860,,,,,,,,,,,438,431,459,1328
2014_2015,Public,Calgary School District No. 19,3030,Alternative High School,9863,,,,,,,,,1,2,17,30,59,109
2014_2015,Public,Calgary School District No. 19,3030,Lester B. Pearson High School,9865,,,,,,,,,,,518,501,565,1584
2014_2015,Public,Calgary School District No. 19,3030,Discovering Choices,9868,,,,,,,,,,,5,51,426,482
2014_2015,Public,Calgary School District No. 19,3030,Dr. Gordon Townsend School,9886,3,2,,2,3,4,1,3,2,1,2,,1,24
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Monsignor J. S. Smith School,313,55,55,75,62,65,87,63,80,77,75,,,,694
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Ascension of Our Lord,333,40,48,44,53,63,55,66,103,132,138,,,,742
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Martin De Porres High School,346,,,,,,,,,,114,122,91,79,406
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Holy Angels School,389,27,25,26,36,24,41,23,,,,,,,202
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Ambrose School,390,25,35,47,39,58,52,43,82,57,63,,,,501
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Bishop O'Byrne High School,581,,,,,,,,,,,569,526,537,1632
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Elizabeth Seton,588,39,57,41,47,49,53,55,147,156,154,,,,798
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Monsignor J. J. O'Brien,589,65,67,69,78,85,87,98,126,138,97,,,,910
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Our Lady of Lourdes,598,,2,5,3,4,4,5,7,4,3,1,2,3,43
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Gabriel the Archangel,1029,,,,,,,,72,99,73,71,48,55,418
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Clare,1118,79,98,97,83,106,79,82,,,,,,,624
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Brigid,1119,38,43,52,71,53,70,52,63,55,71,,,,568
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Timothy,1225,,,,,,,,67,75,69,64,55,40,370
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Our Lady of Fatima,1226,73,80,85,96,72,91,84,,,,,,,581
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Notre Dame High School,1275,,,,,,,,,,,500,453,447,1400
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Albert the Great,1336,97,98,93,78,85,57,106,81,75,85,,,,855
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Basil Elementary/Junior High School,1337,74,75,81,84,75,98,98,95,98,69,,,,847
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Joan of Arc Elementary/Junior High School,1338,75,76,78,78,79,102,111,84,75,84,,,,842
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Sebastian Elementary School,1339,68,81,81,81,84,94,86,,,,,,,575
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Jerome Elementary School,1340,86,98,100,89,110,111,88,,,,,,,682
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Our Lady of Wisdom,1373,77,100,88,93,76,95,94,,,,,,,623
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Good Shepherd School,1462,72,99,89,70,81,78,62,57,76,,,,,684
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Christ the King Catholic School,1484,78,85,78,123,102,73,84,99,85,59,,,,866
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Our Lady of the Evergreens Catholic School,1485,76,100,92,76,77,72,77,,,,,,,570
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Light of Christ Catholic School,1486,78,52,66,61,64,73,65,75,131,144,,,,809
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Fresh Start Outreach Program,1525,,,,,,,,,,,,2,11,13
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Isabella School,1680,74,115,117,113,87,87,82,64,65,68,,,,872
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Junior High Fresh Start Outreach Program,1688,,,,,,,,,,3,,,,3
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Our Lady Queen of Peace Elementary School,5270,72,96,102,94,82,91,83,84,69,,,,,773
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Holy Spirit Catholic School,5280,51,54,55,65,49,64,63,,,,,,,401
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Corpus Christi School,8501,58,23,27,17,12,23,21,1,,,,,,182
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Hubert Elementary School,8502,28,32,28,27,23,24,27,,,,,,,189
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Holy Family School,8503,34,36,39,29,34,32,31,,,,,,,235
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Holy Name (Bilingual) School,8504,57,63,58,48,31,21,22,,,,,,,300
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Holy Trinity School,8506,29,30,42,30,38,23,17,,,,,,,209
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Patrick School,8507,32,37,32,29,36,22,24,,,,,,,212
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Andrew School,8508,16,28,24,23,13,17,18,,,,,,,139
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Angela Elementary,8510,50,36,38,22,13,12,14,,,,,,,185
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Benedict School,8511,52,67,50,28,17,21,24,,,,,,,259
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Cecilia (Bilingual) Elementary School,8513,60,69,53,35,35,43,29,,,,,,,324
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Anthony,8515,,,,,22,24,30,,,,,,,76
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Gerard Bilingual School,8517,21,25,13,18,22,12,17,,,,,,,128
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Luke Bilingual Elementary School,8521,55,52,38,41,23,24,20,,,,,,,253
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Ecole St. Pius X School,8524,44,55,58,44,38,35,27,2,,,,,,303
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Thomas Aquinas School,8527,11,20,25,26,35,29,,,,,,,,146
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Vincent De Paul Elementary Junior High School,8528,7,20,19,19,28,29,28,54,65,77,,,,346
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. William School,8529,25,37,24,29,18,27,12,,,,,,,172
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Monica School,8530,58,18,15,15,15,18,18,30,38,42,,,,267
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Dominic School,8531,29,54,45,47,40,65,73,,,,,,,353
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Boniface Elementary School,8532,24,32,22,24,29,30,33,,,,,,,194
2014_2015,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Catherine Elementary School,8533,58,23,20,23,13,19,19,,,,,,,175
